FIPS,Admin2,Province_State,Population,Cumulative deaths by /30/20,cumulative_deaths_by_100k_pop,FIPS,Admin2,Cumulative confirmed cases by 03/09/2023,cumulative_confirmed_cases_by_100k_pop
1001,Autauga,Alabama,55869,27,48.32733716,1001,Autauga,19790,35422.14824
1003,Baldwin,Alabama,223234,52,23.29394268,1003,Baldwin,69860,31294.51607
1005,Barbour,Alabama,24686,7,28.35615329,1005,Barbour,7485,30320.82962
1007,Bibb,Alabama,22394,11,49.12030008,1007,Bibb,8091,36130.21345
1009,Blount,Alabama,57826,15,25.93988863,1009,Blount,18704,32345.3118
1011,Bullock,Alabama,10101,15,148.5001485,1011,Bullock,3030,29997.03
1013,Butler,Alabama,19448,40,205.6766763,1013,Butler,6551,33684.69766
1015,Calhoun,Alabama,113605,44,38.73068967,1015,Calhoun,41421,36460.54311
1017,Chambers,Alabama,33254,42,126.3005954,1017,Chambers,10859,32654.71823
1019,Cherokee,Alabama,26196,13,49.62589708,1019,Cherokee,6755,25786.3796
1021,Chilton,Alabama,44428,30,67.52498424,1021,Chilton,13009,29281.084
1023,Choctaw,Alabama,12589,12,95.32131226,1023,Choctaw,2259,17944.23703
1025,Clarke,Alabama,23622,16,67.7334688,1025,Clarke,8553,36207.77242
1027,Clay,Alabama,13235,9,68.00151114,1027,Clay,5162,39002.6445
1029,Cleburne,Alabama,14910,5,33.53454058,1029,Cleburne,4428,29698.18913
1031,Coffee,Alabama,52342,6,11.46306981,1031,Coffee,17185,32832.14245
1033,Colbert,Alabama,55241,26,47.06649047,1033,Colbert,21291,38542.02495
1035,Conecuh,Alabama,12067,11,91.15770283,1035,Conecuh,3604,29866.57827
1037,Coosa,Alabama,10663,3,28.13467129,1037,Coosa,3776,35412.17293
1039,Covington,Alabama,37049,28,75.57558908,1039,Covington,11804,31860.50906
1041,Crenshaw,Alabama,13772,32,232.3555039,1041,Crenshaw,4738,34403.1368
1043,Cullman,Alabama,83768,20,23.87546557,1043,Cullman,31520,37627.73374
1045,Dale,Alabama,49172,44,89.48181892,1045,Dale,16507,33569.91784
1047,Dallas,Alabama,37196,26,69.89998925,1047,Dallas,11031,29656.41467
1049,DeKalb,Alabama,71513,21,29.36529023,1049,DeKalb,22522,31493.57459
1051,Elmore,Alabama,81209,48,59.10674925,1051,Elmore,29837,36741.00161
1053,Escambia,Alabama,36633,24,65.51469986,1053,Escambia,12367,33759.17888
1055,Etowah,Alabama,102268,45,44.00203387,1055,Etowah,34229,33469.90261
1057,Fayette,Alabama,16302,11,67.47638327,1057,Fayette,5887,36112.13348
1059,Franklin,Alabama,31362,30,95.65716472,1059,Franklin,12033,38368.08877
1061,Geneva,Alabama,26271,5,19.03239313,1061,Geneva,7969,30333.82818
1063,Greene,Alabama,8111,15,184.9340402,1063,Greene,2309,28467.51325
1065,Hale,Alabama,14651,28,191.1132346,1065,Hale,5728,39096.30742
1067,Henry,Alabama,17205,5,29.06131938,1067,Henry,5866,34094.7399
1069,Houston,Alabama,105882,21,19.83339944,1069,Houston,32660,30845.65837
1071,Jackson,Alabama,51626,12,23.24410181,1071,Jackson,18379,35600.27893
1073,Jefferson,Alabama,658573,352,53.44889633,1073,Jefferson,238727,36249.13259
1075,Lamar,Alabama,13805,2,14.48750453,1075,Lamar,4737,34313.65447
1077,Lauderdale,Alabama,92729,34,36.66598367,1077,Lauderdale,30406,32790.17352
1079,Lawrence,Alabama,32924,25,75.93245049,1079,Lawrence,9389,28517.19111
1081,Lee,Alabama,164542,61,37.07260152,1081,Lee,47646,28956.74053
1083,Limestone,Alabama,98915,20,20.21938028,1083,Limestone,32150,32502.65379
1085,Lowndes,Alabama,9726,27,277.6064158,1085,Lowndes,3370,34649.39338
1087,Macon,Alabama,18068,18,99.62364401,1087,Macon,5293,29294.88599
1089,Madison,Alabama,372909,80,21.45295501,1089,Madison,116086,31129.84669
1091,Marengo,Alabama,18863,20,106.0276732,1091,Marengo,6093,32301.33065
1093,Marion,Alabama,29709,29,97.61351779,1093,Marion,10113,34040.18984
1095,Marshall,Alabama,96774,45,46.500093,1095,Marshall,32967,34065.96813
1097,Mobile,Alabama,413210,295,71.39227027,1097,Mobile,134986,32667.65083
1099,Monroe,Alabama,20733,8,38.58582935,1099,Monroe,6742,32518.20769
1101,Montgomery,Alabama,226486,187,82.56580981,1101,Montgomery,73840,32602.45666
1103,Morgan,Alabama,119679,29,24.23148589,1103,Morgan,46540,38887.35701
1105,Perry,Alabama,8923,6,67.24195898,1105,Perry,2673,29956.29273
